Order,PID,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice
769,905101260,I,RL,70,12886,Pave,NA,2,Lvl,1,Inside,1,Sawyer,Norm,Norm,1Fam,SLvl,5,6,1963,1999,Gable,CompShg,HdBoard,HdBoard,None,0,3,3,CBlock,2,3,2,2,444,6,0,76,520,GasA,1,Y,1,1464,0,0,1464,0,1,2,0,3,1,3,6,3,1,3,Attchd,1997,2,2,480,3,3,1,302,0,0,0,100,0,5,5,NA,0,10,2009,WD ,Normal,175000
770,905101490,A,RL,80,8816,Pave,NA,1,Lvl,1,Corner,1,Sawyer,Feedr,Norm,1Fam,1Story,5,6,1963,1963,Gable,CompShg,VinylSd,VinylSd,None,0,3,3,PConc,3,3,4,4,651,6,0,470,1121,GasA,3,Y,1,1121,0,0,1121,1,0,1,0,3,1,3,5,1,0,6,Detchd,1963,3,2,480,3,3,1,0,80,0,0,0,0,5,2,NA,0,6,2009,WD ,Normal,139000
773,905105190,A,RL,65,7800,Pave,NA,1,Lvl,1,Inside,1,Sawyer,Norm,Norm,1Fam,1Story,5,7,1967,2004,Hip,CompShg,HdBoard,HdBoard,BrkFace,89,3,3,PConc,3,3,4,2,450,6,0,414,864,GasA,1,Y,1,899,0,0,899,0,0,1,0,3,1,2,5,1,0,6,Attchd,1967,1,1,288,3,3,1,64,0,0,0,0,0,5,2,NA,0,6,2009,WD ,Normal,130000
776,905108220,J,RL,74,8740,Pave,NA,2,Lvl,1,Inside,1,Sawyer,Norm,Norm,1Fam,SFoyer,5,6,1982,1982,Hip,CompShg,HdBoard,HdBoard,None,0,3,3,CBlock,3,3,2,2,672,6,0,168,840,GasA,3,Y,1,860,0,0,860,1,0,1,0,2,1,3,4,1,0,6,Detchd,1996,3,2,528,3,3,1,0,0,0,0,0,0,5,5,NA,0,7,2009,WD ,Normal,137000
779,905200350,I,RL,88,15312,Pave,NA,1,Lvl,1,Inside,1,Sawyer,Norm,Norm,1Fam,SLvl,6,5,1960,1960,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,54,3,3,CBlock,3,3,2,3,588,6,0,550,1138,GasA,1,Y,1,1138,0,0,1138,0,1,1,0,3,1,3,6,1,1,3,Attchd,1960,2,2,480,3,3,1,0,0,0,0,140,0,5,2,NA,0,3,2009,COD,Normal,148000
790,905451300,A,RL,68,9571,Pave,NA,1,Lvl,1,Inside,1,Edwards,Norm,Norm,1Fam,1Story,5,5,1956,1956,Hip,CompShg,MetalSd,MetalSd,None,0,3,3,CBlock,3,3,4,4,257,6,0,816,1073,GasA,3,Y,2,1073,0,0,1073,1,0,1,0,2,1,3,5,1,0,6,Attchd,1956,3,1,340,3,3,1,0,0,0,0,0,0,5,1,NA,0,2,2009,WD ,Normal,121500
793,905452050,B,RL,50,9340,Pave,NA,1,Lvl,1,Inside,1,Edwards,Norm,Norm,1Fam,1Story,4,6,1941,1950,Hip,CompShg,MetalSd,MetalSd,None,0,3,3,CBlock,3,3,4,4,344,6,0,328,672,GasA,3,Y,1,672,0,0,672,1,0,1,0,2,1,3,4,1,0,6,Attchd,1941,3,1,234,3,3,3,0,113,0,0,0,0,5,5,NA,0,8,2009,WD ,Normal,113000
794,905475160,A,RL,62,7440,Pave,NA,1,Lvl,1,Inside,1,Edwards,Norm,Norm,1Fam,1Story,5,6,1954,1954,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,3,3,CBlock,2,3,4,3,173,6,0,916,1089,GasW,3,Y,1,1089,0,0,1089,1,0,1,0,3,1,3,5,1,1,2,Detchd,1954,2,1,252,3,3,2,328,0,0,0,0,0,5,2,NA,0,9,2009,WD ,Normal,125000
796,905476230,L,RL,42,4235,Pave,NA,1,Lvl,1,Inside,1,Edwards,Norm,Norm,TwnhsE,1Story,5,5,1984,1984,Gable,CompShg,HdBoard,HdBoard,BrkFace,149,2,3,CBlock,2,3,3,1,552,2,393,104,1049,GasA,3,Y,1,1049,0,0,1049,1,0,2,0,2,1,2,5,1,0,6,Attchd,1984,1,1,266,3,3,1,0,105,0,0,0,0,5,5,NA,0,2,2009,WD ,Normal,139500
798,905480030,E,RL,60,9060,Pave,NA,1,Lvl,1,Inside,1,Edwards,Norm,Norm,1Fam,1.5Fin,6,5,1939,1950,Gable,CompShg,WdShing,Wd Shng,None,0,3,3,BrkTil,3,3,3,4,204,6,0,356,560,GasA,3,Y,1,698,560,0,1258,0,0,1,0,2,1,3,6,1,0,6,Detchd,1939,3,1,280,3,3,2,0,0,0,0,0,0,5,2,NA,0,10,2009,WD ,Normal,105000
800,906201021,I,RL,74,10778,Pave,NA,2,Lvl,1,Inside,1,SawyerW,Feedr,Norm,1Fam,SLvl,7,6,1990,1991,Gable,CompShg,HdBoard,HdBoard,None,0,2,3,PConc,2,3,4,1,460,2,286,308,1054,GasA,2,Y,1,1061,0,0,1061,1,0,1,1,1,1,2,4,1,0,6,Attchd,1990,3,2,462,3,3,1,114,36,0,0,0,0,5,5,NA,0,7,2009,WD ,Normal,162000
801,906201050,I,RL,66,19255,Pave,NA,2,Lvl,1,Inside,1,SawyerW,Norm,Norm,1Fam,SLvl,6,5,1983,1983,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,100,2,3,CBlock,2,3,2,4,70,1,450,0,520,GasA,2,Y,1,1338,0,0,1338,0,0,1,1,2,1,2,5,3,1,5,Attchd,1983,3,2,576,3,3,1,0,0,0,0,0,0,5,5,Shed,600,9,2009,WD ,Normal,156500
823,906378110,A,RL,71,9178,Pave,NA,1,Lvl,1,Inside,1,CollgCr,Norm,Norm,1Fam,1Story,8,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,None,0,2,3,PConc,2,3,2,6,0,6,0,1468,1468,GasA,1,Y,1,1468,0,0,1468,0,0,2,0,3,1,2,6,1,1,2,Attchd,2008,2,3,904,3,3,1,192,142,0,0,0,0,5,5,NA,0,6,2009,WD ,Normal,239900
828,906380210,A,RL,64,6762,Pave,NA,1,Lvl,1,Inside,1,CollgCr,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0,2,3,PConc,2,3,2,1,902,6,0,380,1282,GasA,1,Y,1,1290,0,0,1290,1,0,2,0,2,1,2,6,1,1,2,Attchd,2007,2,2,662,3,3,1,168,0,0,0,0,0,5,5,NA,0,5,2009,WD ,Normal,200000
829,906380220,A,RL,95,10324,Pave,NA,2,Lvl,1,Corner,1,CollgCr,Norm,Norm,1Fam,1Story,8,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,BrkFace,140,2,3,PConc,2,3,2,1,872,6,0,382,1254,GasA,1,Y,1,1254,0,0,1254,1,0,2,0,2,1,2,5,1,0,6,Attchd,2008,2,3,810,3,3,1,168,92,0,0,0,0,5,5,NA,0,3,2009,WD ,Normal,221800
830,906392070,A,RL,64,7314,Pave,NA,1,Lvl,1,Inside,1,CollgCr,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,82,2,3,PConc,2,3,2,1,724,6,0,508,1232,GasA,1,Y,1,1232,0,0,1232,1,0,2,0,2,1,2,6,1,0,6,Attchd,2007,2,2,632,3,3,1,132,0,0,0,0,0,5,5,NA,0,2,2009,WD ,Normal,194500
831,906392110,A,RL,78,11645,Pave,NA,1,Lvl,1,Inside,1,CollgCr,Norm,Norm,1Fam,1Story,8,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,Stone,76,2,3,PConc,1,3,1,1,24,6,0,1474,1498,GasA,1,Y,1,1498,0,0,1498,0,0,2,0,3,1,2,7,1,1,2,Attchd,2005,1,3,844,3,3,1,144,98,0,0,0,0,5,5,NA,0,3,2009,WD ,Normal,237000
832,906392130,F,RL,79,11646,Pave,NA,2,Lvl,1,Inside,1,CollgCr,Norm,Norm,1Fam,2Story,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0,2,3,PConc,2,3,2,6,0,6,0,704,704,GasA,1,Y,1,704,718,0,1422,0,0,2,1,3,1,2,7,1,1,2,Attchd,2005,1,2,440,3,3,1,36,28,0,0,0,0,5,5,NA,0,7,2009,WD ,Normal,173000
836,907126010,A,RL,82,12464,Pave,NA,3,Low,1,Corner,2,CollgCr,Norm,Norm,1Fam,1Story,5,5,1996,1996,Gable,CompShg,VinylSd,VinylSd,None,0,3,2,PConc,2,3,4,1,732,6,0,308,1040,GasA,2,Y,1,1040,0,0,1040,1,0,1,0,3,1,2,6,1,0,6,Detchd,2000,3,2,576,3,3,1,168,0,0,0,0,0,5,1,NA,0,11,2009,WD ,Normal,152000
837,907126050,A,RL,65,9757,Pave,NA,1,Low,1,Inside,2,CollgCr,Norm,Norm,1Fam,1Story,5,7,1994,1994,Gable,CompShg,VinylSd,VinylSd,None,0,3,2,PConc,3,3,4,2,755,6,0,235,990,GasA,1,Y,1,990,0,0,990,1,0,1,0,3,1,3,5,1,0,6,Attchd,1995,2,1,440,3,3,1,66,0,0,0,92,0,5,5,NA,0,10,2009,WD ,Normal,143000
840,907131190,A,RL,65,14753,Pave,NA,3,Low,1,Inside,1,CollgCr,PosN,Norm,1Fam,1Story,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,None,0,3,3,PConc,2,3,3,1,950,6,0,513,1463,GasA,1,Y,1,1463,0,0,1463,1,0,2,0,3,1,3,5,1,0,6,Attchd,1998,1,2,539,3,3,1,0,81,0,0,0,0,5,1,NA,0,12,2009,WD ,Normal,207000
841,907135040,A,RL,112,10859,Pave,NA,1,Lvl,1,Corner,1,CollgCr,Norm,Norm,1Fam,1Story,5,5,1994,1995,Gable,CompShg,VinylSd,VinylSd,None,0,3,3,PConc,2,3,4,6,0,6,0,1097,1097,GasA,1,Y,1,1097,0,0,1097,0,0,1,1,3,1,3,6,1,0,6,Attchd,1995,3,2,672,3,3,1,392,64,0,0,0,0,5,5,NA,0,6,2009,WD ,Normal,145000
842,907135170,A,RL,60,8072,Pave,NA,1,Lvl,1,Inside,1,CollgCr,Norm,Norm,1Fam,1Story,5,5,1994,1995,Gable,CompShg,VinylSd,VinylSd,None,0,3,2,PConc,2,2,4,2,746,6,0,244,990,GasA,1,Y,1,990,0,0,990,1,0,1,0,3,1,3,5,1,0,6,Detchd,2000,3,2,480,3,3,1,0,64,0,0,0,0,5,5,NA,0,5,2009,WD ,Normal,138000
845,907181100,A,RL,68,9017,Pave,NA,2,Lvl,1,Inside,1,CollgCr,Norm,Norm,1Fam,1Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,None,0,2,3,PConc,2,3,2,1,560,6,0,871,1431,GasA,1,Y,1,1431,0,0,1431,1,0,2,0,3,1,2,6,1,0,6,Attchd,1999,1,2,666,3,3,1,0,35,0,0,0,0,5,5,NA,0,9,2009,WD ,Normal,192000
850,907194110,A,RL,67,16285,Pave,NA,3,Lvl,1,Inside,1,CollgCr,Norm,Norm,1Fam,1Story,7,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,None,0,2,3,PConc,2,3,4,6,0,6,0,1413,1413,GasA,1,Y,1,1430,0,0,1430,0,0,2,0,3,1,2,6,1,0,6,Attchd,2001,2,2,605,3,3,1,0,33,0,0,0,0,5,5,NA,0,6,2009,WD ,Normal,187100
851,907194160,A,RL,65,10739,Pave,NA,2,Lvl,1,Inside,1,CollgCr,Norm,Norm,1Fam,1Story,7,5,2002,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,68,2,3,PConc,2,3,4,1,1259,6,0,172,1431,GasA,1,Y,1,1444,0,0,1444,1,0,2,0,3,1,2,6,1,0,6,Attchd,2002,2,2,577,3,3,1,144,40,0,0,0,0,5,5,NA,0,4,2009,WD ,Normal,203000
855,907201280,A,RL,76,6950,Pave,NA,2,Lvl,1,Inside,1,CollgCr,Norm,Norm,1Fam,1Story,5,7,1979,1979,Gable,CompShg,HdBoard,HdBoard,BrkFace,40,3,3,CBlock,3,3,4,2,710,3,72,132,914,GasA,3,Y,1,914,0,0,914,1,0,1,0,2,1,3,5,1,0,6,Attchd,1979,3,2,444,3,3,1,0,0,0,0,0,0,5,5,NA,0,10,2009,WD ,Normal,134900
856,907202050,A,RL,61,8800,Pave,NA,2,Lvl,1,Inside,1,CollgCr,Norm,Norm,1Fam,1Story,5,7,1977,2008,Gable,CompShg,HdBoard,HdBoard,None,0,3,3,CBlock,2,3,3,5,532,4,144,364,1040,GasA,3,Y,1,1040,0,0,1040,0,0,2,0,3,1,2,5,1,0,6,Detchd,1977,3,2,484,3,3,1,0,0,0,0,288,0,5,5,NA,0,9,2009,WD ,Normal,150500
859,907227030,A,RL,36,15523,Pave,NA,2,Lvl,1,CulDSac,1,CollgCr,Norm,Norm,1Fam,1Story,5,6,1972,1972,Gable,CompShg,HdBoard,Plywood,None,0,3,3,CBlock,3,3,2,3,460,6,0,404,864,GasA,1,Y,1,864,0,0,864,1,0,1,0,3,1,3,5,1,1,4,Attchd,1972,3,1,338,3,3,1,0,0,0,0,0,0,5,5,NA,0,8,2009,WD ,Normal,133500
860,907227080,A,RL,60,7200,Pave,NA,1,Low,1,Inside,1,CollgCr,Norm,Norm,1Fam,1Story,5,5,1972,1972,Hip,CompShg,MetalSd,MetalSd,None,0,3,3,CBlock,3,3,2,4,777,6,0,117,894,GasA,3,Y,1,894,0,0,894,0,0,1,0,2,1,3,6,1,0,6,Detchd,1985,2,2,600,3,3,1,215,0,0,0,0,0,5,5,NA,0,9,2009,WD ,Normal,123000
861,907227110,J,RL,60,7200,Pave,NA,1,Lvl,1,Inside,1,CollgCr,Norm,Norm,1Fam,SFoyer,5,8,1972,2003,Gable,CompShg,WdShing,HdBoard,None,0,3,2,CBlock,2,3,2,1,660,6,0,108,768,GasA,2,Y,1,768,0,0,768,0,1,1,0,2,1,3,5,1,0,6,Detchd,1974,1,1,396,3,3,1,192,0,0,0,0,0,5,2,NA,0,4,2009,WD ,Normal,133900
862,907227290,J,RL,70,8445,Pave,NA,1,Lvl,1,Corner,1,CollgCr,Norm,Norm,1Fam,SFoyer,5,7,1972,2007,Gable,CompShg,HdBoard,Wd Shng,None,0,3,3,CBlock,2,3,2,1,656,6,0,112,768,GasA,3,Y,1,768,0,0,768,1,0,1,0,2,1,3,5,1,0,6,Detchd,1988,3,2,396,3,3,1,58,0,0,0,0,0,5,2,NA,0,3,2009,WD ,Normal,133000
873,907280170,A,RL,70,8750,Pave,NA,1,Lvl,1,Inside,1,CollgCr,Norm,Norm,1Fam,1Story,7,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,209,2,3,PConc,2,3,2,1,1111,6,0,306,1417,GasA,1,Y,1,1417,0,0,1417,1,0,2,0,3,1,2,7,1,1,3,Attchd,1997,3,2,511,3,3,1,60,0,0,0,117,0,5,5,NA,0,8,2009,WD ,Normal,210000
876,907290070,A,RL,70,9100,Pave,NA,1,Lvl,1,Inside,1,CollgCr,Norm,Norm,1Fam,1Story,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,None,0,2,3,PConc,2,3,4,6,0,6,0,1212,1212,GasA,1,Y,1,1212,0,0,1212,0,0,2,0,3,1,2,6,1,0,6,Attchd,2001,2,2,573,3,3,1,356,0,0,0,0,0,5,5,NA,0,6,2009,WD ,Normal,178000
882,907414020,A,RL,63,8487,Pave,NA,1,Lvl,1,FR2,1,CollgCr,Norm,Norm,1Fam,1Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,210,2,3,PConc,2,3,2,1,20,6,0,1480,1500,GasA,1,Y,1,1500,0,0,1500,0,0,2,0,3,1,2,6,1,0,6,Attchd,2004,2,2,570,3,3,1,192,36,0,0,0,0,5,5,NA,0,8,2009,WD ,Normal,190000
883,907414080,F,RL,64,8633,Pave,NA,1,Lvl,1,FR2,1,CollgCr,Norm,Norm,1Fam,2Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0,2,3,PConc,2,3,4,1,193,6,0,545,738,GasA,1,Y,1,738,738,0,1476,1,0,2,1,3,1,2,7,1,0,6,Attchd,2005,1,2,540,3,3,1,100,35,0,0,0,0,5,5,NA,0,2,2009,WD ,Normal,173500
884,907420040,F,RL,85,11069,Pave,NA,1,Lvl,1,Corner,1,CollgCr,Norm,Norm,1Fam,2Story,6,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0,2,3,PConc,2,3,4,6,0,6,0,608,608,GasA,1,Y,1,608,788,0,1396,0,0,2,1,3,1,2,6,1,1,2,BuiltIn,2007,1,2,440,3,3,1,100,36,0,0,0,0,5,5,NA,0,7,2009,WD ,Normal,170000
885,908102050,A,RL,67,8777,Pave,NA,1,Lvl,1,Inside,1,Edwards,Feedr,Norm,1Fam,1Story,4,5,1949,2003,Gable,CompShg,VinylSd,VinylSd,None,0,3,3,CBlock,6,6,5,7,0,7,0,0,0,GasA,1,Y,1,1126,0,0,1126,0,0,2,0,2,1,2,5,1,0,6,Detchd,2002,1,2,520,3,3,3,0,96,0,0,0,0,5,2,NA,0,5,2009,WD ,Normal,108000
886,908102270,A,RL,75,9937,Pave,NA,1,Lvl,1,Corner,1,Edwards,Norm,Norm,1Fam,1Story,5,7,1964,1999,Hip,CompShg,MetalSd,MetalSd,None,0,3,2,PConc,3,3,4,3,637,6,0,849,1486,GasA,1,Y,1,1486,0,0,1486,1,0,1,0,3,1,3,7,1,0,6,Detchd,1968,1,2,480,3,3,1,0,0,0,0,0,0,5,2,NA,0,3,2009,WD ,Normal,167000
887,908102290,A,RL,67,8877,Pave,NA,1,Lvl,1,Inside,2,Edwards,Norm,Norm,1Fam,1Story,4,6,1938,1958,Gable,CompShg,MetalSd,MetalSd,None,0,3,3,CBlock,3,3,3,2,690,6,0,126,816,GasA,1,Y,1,816,0,0,816,1,0,1,0,2,1,3,3,1,1,2,Detchd,1958,3,1,288,4,4,1,0,0,0,0,0,0,5,5,NA,0,5,2009,WD ,Normal,100000
889,908151050,F,RL,75,7950,Pave,NA,2,Bnk,1,Corner,1,Edwards,Norm,Norm,1Fam,2Story,6,6,1977,1977,Hip,CompShg,HdBoard,Plywood,BrkFace,140,3,3,CBlock,3,3,4,3,535,6,0,155,690,GasA,3,Y,1,698,728,0,1426,0,0,1,1,3,1,3,6,1,0,6,Attchd,1977,1,2,440,3,3,1,252,0,0,0,0,0,5,2,NA,0,7,2009,WD ,Normal,159500
890,908152035,A,RL,80,10682,Pave,NA,1,Lvl,1,Inside,1,Edwards,Norm,Norm,1Fam,1Story,4,6,1960,1971,Gable,CompShg,HdBoard,HdBoard,None,0,3,3,CBlock,3,3,4,1,399,6,0,615,1014,GasA,3,Y,1,1149,0,0,1149,1,0,1,0,3,1,3,7,2,0,6,2Types,1968,1,1,544,3,3,1,0,240,0,0,0,0,5,2,NA,0,7,2009,WD ,Normal,127000
893,908186080,O,RM,35,3675,Pave,NA,1,Lvl,1,Inside,1,Edwards,Norm,Norm,TwnhsE,SFoyer,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,80,3,3,Wood,2,3,1,1,547,6,0,0,547,GasA,2,Y,1,1072,0,0,1072,1,0,1,0,2,1,3,5,1,0,6,Basment,2005,1,2,525,3,3,1,0,28,0,0,0,0,5,5,NA,0,4,2009,WD ,Normal,145500
895,908203090,A,RL,64,6410,Pave,NA,1,HLS,1,Inside,2,Edwards,Norm,Norm,1Fam,1Story,4,5,1959,1959,Gable,CompShg,AsbShng,AsbShng,None,0,3,3,CBlock,3,3,4,5,332,4,243,301,876,GasA,3,Y,2,876,0,0,876,0,0,1,0,3,1,3,5,1,0,6,Detchd,1959,3,1,320,3,3,1,0,0,0,0,0,0,5,2,NA,0,3,2009,WD ,Normal,85000
896,908225290,A,RL,70,11767,Pave,NA,1,Lvl,1,Inside,1,Edwards,Norm,Norm,1Fam,1Story,5,5,1950,1950,Gable,CompShg,MetalSd,MetalSd,None,0,3,3,CBlock,4,3,3,4,1078,6,0,0,1078,GasA,3,Y,2,1368,0,0,1368,1,0,1,0,3,1,3,6,2,0,6,Attchd,1950,2,1,195,3,3,1,0,41,211,0,0,0,5,5,Shed,900,6,2009,WD ,Normal,120000
899,908250030,A,RL,74,10206,Pave,NA,1,Lvl,1,Corner,1,Edwards,Norm,Norm,1Fam,1Story,3,3,1952,1952,Flat,Tar&Grv,BrkComm,Brk Cmn,None,0,3,3,Slab,6,6,5,7,0,7,0,0,0,GasW,4,N,3,944,0,0,944,0,0,1,0,2,1,4,4,2,0,6,Detchd,1956,3,2,528,3,4,1,0,0,0,0,0,0,5,5,NA,0,7,2009,WD ,Normal,82000
903,909101010,E,RL,67,12354,Pave,Grvl,1,Lvl,1,Corner,1,Edwards,Norm,Norm,1Fam,1.5Fin,6,8,1920,2000,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,3,3,BrkTil,3,4,3,6,0,6,0,684,684,GasA,2,Y,1,684,512,0,1196,0,0,1,0,3,1,2,7,1,0,6,Detchd,2005,3,2,528,3,3,1,0,46,0,0,0,0,5,1,Shed,800,8,2009,ConLI,Normal,110000
904,909101100,E,RL,45,8212,Pave,Grvl,1,Lvl,1,Inside,1,Edwards,Norm,Norm,1Fam,1.5Fin,5,6,1941,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,3,3,CBlock,3,3,4,4,626,6,0,94,720,GasA,1,Y,1,854,444,0,1298,0,0,1,0,3,1,3,6,1,2,2,Detchd,1940,3,1,256,3,3,1,84,0,0,0,0,0,5,5,NA,0,9,2009,WD ,Normal,122000
908,909175080,B,RL,60,8400,Pave,NA,1,Bnk,1,Inside,1,SWISU,Norm,Norm,1Fam,1Story,2,5,1920,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,3,3,CBlock,3,4,4,4,290,6,0,0,290,GasA,3,N,3,438,0,0,438,0,0,1,0,1,1,4,3,1,0,6,Detchd,1930,3,1,246,3,3,3,0,0,0,0,0,0,5,5,NA,0,1,2009,WD ,Normal,60000
909,909178160,E,RL,60,9900,Pave,NA,1,Lvl,1,Inside,1,SWISU,Norm,Norm,1Fam,1.5Fin,6,7,1940,1950,Gable,CompShg,VinylSd,VinylSd,None,0,3,3,BrkTil,3,3,4,6,0,6,0,778,778,GasA,3,Y,1,944,545,0,1489,0,0,2,0,3,1,3,7,1,1,2,Detchd,1940,3,1,240,3,3,1,335,0,0,0,0,0,5,3,NA,0,7,2009,WD ,Normal,139500
911,909250080,G,RL,43,5707,Pave,NA,1,Bnk,1,Inside,1,SWISU,Feedr,Norm,1Fam,2Story,6,6,1935,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,3,3,BrkTil,3,3,4,6,0,6,0,583,583,GasA,2,Y,3,647,595,0,1242,0,0,1,1,3,1,3,6,1,1,2,Detchd,1926,3,1,180,4,3,1,329,96,0,0,0,0,5,5,NA,0,3,2009,WD ,Normal,105000
913,909251050,B,RL,64,8574,Pave,NA,1,Lvl,1,Inside,1,Crawfor,Norm,Norm,1Fam,1Story,6,8,1916,2000,Gable,CompShg,Stucco,Stucco,None,0,2,3,BrkTil,3,3,4,6,0,6,0,816,816,GasA,1,Y,1,1232,0,0,1232,0,0,1,0,3,1,2,6,1,1,2,Detchd,1916,3,2,440,3,3,1,0,0,180,0,0,0,5,5,NA,0,10,2009,WD ,Normal,147500
915,909252020,G,RL,60,7200,Pave,NA,1,Lvl,1,Inside,1,SWISU,Feedr,Norm,1Fam,2Story,7,9,1936,2007,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,2,2,PConc,2,2,4,2,350,3,210,0,560,GasA,1,Y,1,575,560,0,1135,1,0,1,0,3,1,2,6,1,0,6,Detchd,1971,2,2,576,3,3,1,256,0,0,0,0,0,5,2,NA,0,4,2009,WD ,Normal,155000
917,909253180,E,RL,52,6292,Pave,NA,1,Lvl,1,Inside,1,SWISU,Norm,Norm,1Fam,1.5Fin,7,7,1928,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,3,3,BrkTil,3,3,4,6,0,6,0,861,861,GasA,2,Y,1,877,600,0,1477,0,1,2,0,3,1,3,6,1,1,2,Detchd,1928,3,1,216,3,3,1,0,50,0,0,0,0,5,5,NA,0,8,2009,WD ,Normal,145000
918,909254010,G,RL,53,7155,Pave,NA,1,Lvl,1,Inside,1,Crawfor,Norm,Norm,1Fam,2Story,7,8,1918,1990,Gambrel,CompShg,Wd Sdng,Wd Sdng,None,0,3,3,BrkTil,3,4,3,6,0,6,0,600,600,GasA,1,Y,1,628,600,0,1228,0,0,1,0,3,1,3,6,1,1,2,Detchd,1918,3,1,215,4,3,1,0,113,0,0,195,0,5,2,NA,0,5,2009,WD ,Normal,137000
922,909276200,E,RL,130,9600,Pave,NA,2,HLS,1,Inside,1,Crawfor,Norm,Norm,1Fam,1.5Fin,5,7,1940,1950,Gable,CompShg,MetalSd,MetalSd,None,0,2,2,BrkTil,3,4,4,4,428,6,0,300,728,GasA,1,Y,1,976,332,0,1308,1,0,1,1,2,1,3,7,3,2,3,Detchd,1940,3,1,256,3,3,1,0,70,0,0,0,0,5,5,NA,0,6,2009,WD ,Normal,160000
923,909277090,A,RL,80,14680,Pave,Grvl,2,HLS,1,Inside,1,Crawfor,Norm,Norm,1Fam,1Story,5,4,1960,1960,Gable,CompShg,MetalSd,MetalSd,None,0,3,3,CBlock,3,3,4,4,793,6,0,480,1273,GasA,1,Y,1,1273,0,0,1273,0,0,1,0,2,1,3,5,1,0,6,Attchd,1960,3,1,307,3,3,1,483,0,0,0,115,0,5,2,NA,0,6,2009,WD ,Normal,155000
924,909277100,B,RL,80,13360,Pave,Grvl,2,HLS,1,Inside,1,Crawfor,Norm,Norm,1Fam,1Story,5,7,1921,2006,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,3,2,BrkTil,2,3,4,2,713,6,0,163,876,GasA,1,Y,1,964,0,0,964,1,0,1,0,2,1,3,5,1,0,6,Detchd,1921,3,2,432,3,3,1,0,0,44,0,0,0,5,5,NA,0,8,2009,WD ,Normal,163500
925,909278020,E,RL,54,7681,Pave,NA,2,Lvl,1,FR2,1,Crawfor,Norm,Norm,1Fam,1.5Fin,5,6,1921,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,3,3,BrkTil,3,3,4,6,0,6,0,731,731,GasA,1,Y,1,820,523,0,1343,0,0,1,1,3,1,3,7,1,1,2,Detchd,1921,3,1,186,4,3,1,192,0,102,0,0,0,5,5,NA,0,7,2009,WD ,Normal,154900
