Order,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,SalePrice
862,J,RL,70,8445,Pave,NA,1,Lvl,Corner,1,CollgCr,Norm,Norm,1Fam,SFoyer,5,7,1972,2007,Gable,CompShg,HdBoard,Wd Shng,None,0,3,3,CBlock,2,3,2,1,656,6,0,112,768,GasA,3,Y,1,768,0,0,768,1,0,1,0,2,1,3,5,1,0,6,Detchd,1988,3,2,396,3,3,1,58,0,0,0,0,0,5,2,NA,0,3,2009,WD ,133000
873,A,RL,70,8750,Pave,NA,1,Lvl,Inside,1,CollgCr,Norm,Norm,1Fam,1Story,7,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,209,2,3,PConc,2,3,2,1,1111,6,0,306,1417,GasA,1,Y,1,1417,0,0,1417,1,0,2,0,3,1,2,7,1,1,3,Attchd,1997,3,2,511,3,3,1,60,0,0,0,117,0,5,5,NA,0,8,2009,WD ,210000
876,A,RL,70,9100,Pave,NA,1,Lvl,Inside,1,CollgCr,Norm,Norm,1Fam,1Story,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,None,0,2,3,PConc,2,3,4,6,0,6,0,1212,1212,GasA,1,Y,1,1212,0,0,1212,0,0,2,0,3,1,2,6,1,0,6,Attchd,2001,2,2,573,3,3,1,356,0,0,0,0,0,5,5,NA,0,6,2009,WD ,178000
882,A,RL,63,8487,Pave,NA,1,Lvl,FR2,1,CollgCr,Norm,Norm,1Fam,1Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,210,2,3,PConc,2,3,2,1,20,6,0,1480,1500,GasA,1,Y,1,1500,0,0,1500,0,0,2,0,3,1,2,6,1,0,6,Attchd,2004,2,2,570,3,3,1,192,36,0,0,0,0,5,5,NA,0,8,2009,WD ,190000
883,F,RL,64,8633,Pave,NA,1,Lvl,FR2,1,CollgCr,Norm,Norm,1Fam,2Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0,2,3,PConc,2,3,4,1,193,6,0,545,738,GasA,1,Y,1,738,738,0,1476,1,0,2,1,3,1,2,7,1,0,6,Attchd,2005,1,2,540,3,3,1,100,35,0,0,0,0,5,5,NA,0,2,2009,WD ,173500
885,A,RL,67,8777,Pave,NA,1,Lvl,Inside,1,Edwards,Feedr,Norm,1Fam,1Story,4,5,1949,2003,Gable,CompShg,VinylSd,VinylSd,None,0,3,3,CBlock,6,6,5,7,0,7,0,0,0,GasA,1,Y,1,1126,0,0,1126,0,0,2,0,2,1,2,5,1,0,6,Detchd,2002,1,2,520,3,3,3,0,96,0,0,0,0,5,2,NA,0,5,2009,WD ,108000
886,A,RL,75,9937,Pave,NA,1,Lvl,Corner,1,Edwards,Norm,Norm,1Fam,1Story,5,7,1964,1999,Hip,CompShg,MetalSd,MetalSd,None,0,3,2,PConc,3,3,4,3,637,6,0,849,1486,GasA,1,Y,1,1486,0,0,1486,1,0,1,0,3,1,3,7,1,0,6,Detchd,1968,1,2,480,3,3,1,0,0,0,0,0,0,5,2,NA,0,3,2009,WD ,167000
887,A,RL,67,8877,Pave,NA,1,Lvl,Inside,2,Edwards,Norm,Norm,1Fam,1Story,4,6,1938,1958,Gable,CompShg,MetalSd,MetalSd,None,0,3,3,CBlock,3,3,3,2,690,6,0,126,816,GasA,1,Y,1,816,0,0,816,1,0,1,0,2,1,3,3,1,1,2,Detchd,1958,3,1,288,4,4,1,0,0,0,0,0,0,5,5,NA,0,5,2009,WD ,100000
889,F,RL,75,7950,Pave,NA,2,Bnk,Corner,1,Edwards,Norm,Norm,1Fam,2Story,6,6,1977,1977,Hip,CompShg,HdBoard,Plywood,BrkFace,140,3,3,CBlock,3,3,4,3,535,6,0,155,690,GasA,3,Y,1,698,728,0,1426,0,0,1,1,3,1,3,6,1,0,6,Attchd,1977,1,2,440,3,3,1,252,0,0,0,0,0,5,2,NA,0,7,2009,WD ,159500
893,O,RM,35,3675,Pave,NA,1,Lvl,Inside,1,Edwards,Norm,Norm,TwnhsE,SFoyer,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,80,3,3,Wood,2,3,1,1,547,6,0,0,547,GasA,2,Y,1,1072,0,0,1072,1,0,1,0,2,1,3,5,1,0,6,Basment,2005,1,2,525,3,3,1,0,28,0,0,0,0,5,5,NA,0,4,2009,WD ,145500
895,A,RL,64,6410,Pave,NA,1,HLS,Inside,2,Edwards,Norm,Norm,1Fam,1Story,4,5,1959,1959,Gable,CompShg,AsbShng,AsbShng,None,0,3,3,CBlock,3,3,4,5,332,4,243,301,876,GasA,3,Y,2,876,0,0,876,0,0,1,0,3,1,3,5,1,0,6,Detchd,1959,3,1,320,3,3,1,0,0,0,0,0,0,5,2,NA,0,3,2009,WD ,85000
904,E,RL,45,8212,Pave,Grvl,1,Lvl,Inside,1,Edwards,Norm,Norm,1Fam,1.5Fin,5,6,1941,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,3,3,CBlock,3,3,4,4,626,6,0,94,720,GasA,1,Y,1,854,444,0,1298,0,0,1,0,3,1,3,6,1,2,2,Detchd,1940,3,1,256,3,3,1,84,0,0,0,0,0,5,5,NA,0,9,2009,WD ,122000
908,B,RL,60,8400,Pave,NA,1,Bnk,Inside,1,SWISU,Norm,Norm,1Fam,1Story,2,5,1920,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,3,3,CBlock,3,4,4,4,290,6,0,0,290,GasA,3,N,3,438,0,0,438,0,0,1,0,1,1,4,3,1,0,6,Detchd,1930,3,1,246,3,3,3,0,0,0,0,0,0,5,5,NA,0,1,2009,WD ,60000
909,E,RL,60,9900,Pave,NA,1,Lvl,Inside,1,SWISU,Norm,Norm,1Fam,1.5Fin,6,7,1940,1950,Gable,CompShg,VinylSd,VinylSd,None,0,3,3,BrkTil,3,3,4,6,0,6,0,778,778,GasA,3,Y,1,944,545,0,1489,0,0,2,0,3,1,3,7,1,1,2,Detchd,1940,3,1,240,3,3,1,335,0,0,0,0,0,5,3,NA,0,7,2009,WD ,139500
911,G,RL,43,5707,Pave,NA,1,Bnk,Inside,1,SWISU,Feedr,Norm,1Fam,2Story,6,6,1935,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,3,3,BrkTil,3,3,4,6,0,6,0,583,583,GasA,2,Y,3,647,595,0,1242,0,0,1,1,3,1,3,6,1,1,2,Detchd,1926,3,1,180,4,3,1,329,96,0,0,0,0,5,5,NA,0,3,2009,WD ,105000
913,B,RL,64,8574,Pave,NA,1,Lvl,Inside,1,Crawfor,Norm,Norm,1Fam,1Story,6,8,1916,2000,Gable,CompShg,Stucco,Stucco,None,0,2,3,BrkTil,3,3,4,6,0,6,0,816,816,GasA,1,Y,1,1232,0,0,1232,0,0,1,0,3,1,2,6,1,1,2,Detchd,1916,3,2,440,3,3,1,0,0,180,0,0,0,5,5,NA,0,10,2009,WD ,147500
915,G,RL,60,7200,Pave,NA,1,Lvl,Inside,1,SWISU,Feedr,Norm,1Fam,2Story,7,9,1936,2007,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,2,2,PConc,2,2,4,2,350,3,210,0,560,GasA,1,Y,1,575,560,0,1135,1,0,1,0,3,1,2,6,1,0,6,Detchd,1971,2,2,576,3,3,1,256,0,0,0,0,0,5,2,NA,0,4,2009,WD ,155000
917,E,RL,52,6292,Pave,NA,1,Lvl,Inside,1,SWISU,Norm,Norm,1Fam,1.5Fin,7,7,1928,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,3,3,BrkTil,3,3,4,6,0,6,0,861,861,GasA,2,Y,1,877,600,0,1477,0,1,2,0,3,1,3,6,1,1,2,Detchd,1928,3,1,216,3,3,1,0,50,0,0,0,0,5,5,NA,0,8,2009,WD ,145000
918,G,RL,53,7155,Pave,NA,1,Lvl,Inside,1,Crawfor,Norm,Norm,1Fam,2Story,7,8,1918,1990,Gambrel,CompShg,Wd Sdng,Wd Sdng,None,0,3,3,BrkTil,3,4,3,6,0,6,0,600,600,GasA,1,Y,1,628,600,0,1228,0,0,1,0,3,1,3,6,1,1,2,Detchd,1918,3,1,215,4,3,1,0,113,0,0,195,0,5,2,NA,0,5,2009,WD ,137000
922,E,RL,130,9600,Pave,NA,2,HLS,Inside,1,Crawfor,Norm,Norm,1Fam,1.5Fin,5,7,1940,1950,Gable,CompShg,MetalSd,MetalSd,None,0,2,2,BrkTil,3,4,4,4,428,6,0,300,728,GasA,1,Y,1,976,332,0,1308,1,0,1,1,2,1,3,7,3,2,3,Detchd,1940,3,1,256,3,3,1,0,70,0,0,0,0,5,5,NA,0,6,2009,WD ,160000
925,E,RL,54,7681,Pave,NA,2,Lvl,FR2,1,Crawfor,Norm,Norm,1Fam,1.5Fin,5,6,1921,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,3,3,BrkTil,3,3,4,6,0,6,0,731,731,GasA,1,Y,1,820,523,0,1343,0,0,1,1,3,1,3,7,1,1,2,Detchd,1921,3,1,186,4,3,1,192,0,102,0,0,0,5,5,NA,0,7,2009,WD ,154900
933,M,RM,24,1733,Pave,NA,1,Lvl,Inside,1,Blueste,Norm,Norm,Twnhs,2Story,6,6,1980,1980,Gable,CompShg,MetalSd,MetalSd,None,0,3,3,CBlock,3,3,4,6,0,6,0,516,516,GasA,3,Y,1,516,516,0,1032,0,0,1,0,2,1,3,5,1,1,3,Detchd,1980,3,2,452,3,3,1,279,0,0,0,0,0,5,1,NA,0,5,2009,WD ,115000
934,M,RM,24,1488,Pave,NA,1,Lvl,Inside,1,Blueste,Norm,Norm,TwnhsE,2Story,6,6,1980,1992,Gable,CompShg,MetalSd,MetalSd,None,0,3,2,CBlock,2,3,3,2,471,6,0,90,561,GasA,3,Y,1,561,668,0,1229,1,0,1,1,2,1,2,5,1,1,3,Attchd,1980,1,2,462,3,3,1,176,0,0,0,0,0,5,1,NA,0,10,2009,WD ,137000
935,M,RM,24,1612,Pave,NA,1,Lvl,Inside,1,Blueste,Norm,Norm,Twnhs,2Story,6,6,1980,1980,Gable,CompShg,MetalSd,MetalSd,None,0,3,3,CBlock,2,3,4,6,0,6,0,561,561,GasA,3,Y,1,561,668,0,1229,0,0,1,1,2,1,3,5,1,1,3,Attchd,1980,1,2,462,3,3,1,154,0,0,0,0,0,5,2,NA,0,7,2009,WD ,121000
936,M,RM,24,1300,Pave,NA,1,Lvl,Inside,1,Blueste,Norm,Norm,TwnhsE,2Story,6,6,1980,1980,Gable,CompShg,MetalSd,MetalSd,None,0,3,3,CBlock,2,3,4,2,285,6,0,276,561,GasA,3,Y,1,561,668,0,1229,0,0,1,1,2,1,3,5,1,1,3,Attchd,1980,1,2,462,3,3,1,150,0,0,0,0,0,5,1,NA,0,5,2009,WD ,124000
942,G,RM,60,6402,Pave,NA,1,Lvl,Corner,1,IDOTRR,Norm,Norm,1Fam,2Story,5,5,1920,1950,Gable,CompShg,Wd Sdng,Wd Shng,None,0,3,3,PConc,3,3,3,6,0,6,0,596,596,GasA,3,N,1,596,596,0,1192,0,0,1,0,3,1,3,6,1,0,6,Detchd,1920,3,1,189,4,4,3,0,0,137,0,0,0,5,3,NA,0,7,2009,WD ,78000
951,J,RL,75,9750,Pave,NA,1,Lvl,Inside,1,Mitchel,Norm,Norm,1Fam,SFoyer,6,6,1977,1977,Gable,CompShg,Plywood,Plywood,None,0,3,3,CBlock,3,3,2,2,767,6,0,135,902,GasA,1,Y,1,926,0,0,926,1,0,1,0,2,1,3,5,1,1,3,Attchd,1977,3,1,351,3,3,1,319,0,0,0,0,0,5,2,NA,0,4,2009,WD ,156450
952,J,RL,72,9360,Pave,NA,1,Bnk,Inside,1,Mitchel,Norm,Norm,1Fam,SFoyer,6,7,1977,1977,Gable,CompShg,Plywood,Plywood,None,0,3,3,CBlock,2,3,2,1,841,5,116,0,957,GasA,3,Y,1,1287,0,0,1287,1,0,1,1,2,1,3,5,1,2,4,Attchd,1977,2,2,541,3,3,1,302,39,0,0,120,0,5,3,NA,0,11,2009,WD ,173000
962,A,RL,73,8925,Pave,NA,2,HLS,Inside,1,Timber,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0,2,3,PConc,2,3,2,1,16,6,0,1450,1466,GasA,1,Y,1,1466,0,0,1466,0,0,2,0,3,1,2,7,1,0,6,Attchd,2007,1,3,610,3,3,1,100,18,0,0,0,0,5,5,NA,0,7,2009,WD ,201000
972,L,RM,32,4500,Pave,NA,1,Lvl,FR2,1,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,1998,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,320,3,3,PConc,1,3,4,1,866,6,0,338,1204,GasA,1,Y,1,1204,0,0,1204,1,0,2,0,2,1,3,5,1,0,6,Attchd,1998,1,2,412,3,3,1,0,247,0,0,0,0,5,5,NA,0,6,2009,WD ,162000
974,O,RM,21,1596,Pave,NA,1,Lvl,Inside,1,MeadowV,Norm,Norm,Twnhs,SLvl,4,5,1973,1973,Gable,CompShg,CemntBd,CmentBd,None,0,3,3,CBlock,2,3,1,1,462,6,0,0,462,GasA,3,Y,1,526,462,0,988,1,0,1,0,2,1,3,5,1,0,6,BuiltIn,1973,3,1,297,3,3,1,120,101,0,0,0,0,5,3,NA,0,11,2009,WD ,91000
975,A,RL,62,9858,Pave,NA,1,Lvl,Inside,1,Mitchel,Norm,Norm,1Fam,1Story,5,6,1968,1968,Gable,CompShg,HdBoard,HdBoard,None,0,3,3,CBlock,3,3,4,3,510,6,0,354,864,GasA,3,Y,1,874,0,0,874,1,0,1,0,3,1,3,5,1,0,6,Attchd,1968,2,1,288,3,3,1,33,0,0,0,0,0,5,3,Shed,600,11,2009,WD ,130000
976,O,RM,21,1526,Pave,NA,1,Lvl,Inside,1,MeadowV,Norm,Norm,Twnhs,SFoyer,4,8,1970,2002,Gable,CompShg,CemntBd,CmentBd,None,0,3,2,CBlock,2,3,2,1,515,6,0,115,630,GasA,3,Y,1,630,0,0,630,1,0,1,0,1,1,2,3,1,0,6,Attchd,1970,3,1,286,3,3,1,0,0,0,0,0,0,5,5,NA,0,5,2009,WD ,86000
978,O,RM,21,1477,Pave,NA,1,Lvl,Inside,1,MeadowV,Norm,Norm,TwnhsE,SFoyer,4,4,1970,1970,Gable,CompShg,CemntBd,CmentBd,None,0,3,3,CBlock,2,3,2,1,509,6,0,121,630,GasA,3,Y,1,630,0,0,630,1,0,1,0,1,1,3,3,1,0,6,Attchd,1970,3,1,286,3,3,1,0,0,0,0,0,0,5,5,NA,0,4,2009,WD ,80000
980,M,RM,21,2217,Pave,NA,1,Lvl,Inside,1,MeadowV,Norm,Norm,TwnhsE,2Story,4,4,1970,1970,Gable,CompShg,CemntBd,CmentBd,None,0,3,3,CBlock,3,3,4,3,273,5,273,0,546,GasA,3,Y,1,546,546,0,1092,0,0,1,1,3,1,3,6,1,0,6,Attchd,1970,2,1,286,3,3,1,238,0,0,0,0,0,5,5,NA,0,8,2009,WD ,88000
981,J,RL,50,7689,Pave,NA,2,Lvl,Inside,1,Mitchel,Norm,Norm,1Fam,SFoyer,5,8,1972,1972,Gable,CompShg,MetalSd,MetalSd,None,0,3,3,CBlock,2,3,2,1,720,3,76,0,796,GasA,2,Y,1,796,0,0,796,0,1,1,0,2,1,3,4,1,0,6,Detchd,1998,3,1,336,3,3,1,138,0,0,0,0,0,5,2,NA,0,7,2009,WD ,131900
982,I,RL,62,7706,Pave,NA,1,Lvl,Inside,1,Mitchel,Norm,Norm,1Fam,SLvl,6,5,1993,1996,Gable,CompShg,HdBoard,HdBoard,None,0,3,2,CBlock,2,3,2,4,114,1,270,0,384,GasA,1,Y,1,1091,0,0,1091,0,1,1,0,2,1,3,5,1,0,6,Attchd,1993,1,1,429,3,3,1,280,0,0,0,0,0,5,5,Shed,700,8,2009,WD ,131250
985,J,RL,70,7669,Pave,NA,1,Lvl,Inside,1,Mitchel,Norm,Norm,1Fam,SFoyer,5,6,1992,1993,Gable,CompShg,HdBoard,Wd Shng,None,0,3,3,PConc,2,3,2,1,718,5,110,0,828,GasA,3,Y,1,883,0,0,883,1,0,1,0,2,1,3,5,1,1,4,Detchd,1998,3,2,698,3,3,1,100,32,0,0,0,0,5,1,NA,0,6,2009,WD ,149000
994,F,RL,65,8139,Pave,NA,1,Lvl,Inside,1,Gilbert,Norm,Norm,1Fam,2Story,6,5,1995,1996,Gable,CompShg,VinylSd,VinylSd,BrkFace,119,3,3,PConc,2,3,4,2,476,6,0,204,680,GasA,2,Y,1,680,790,0,1470,0,0,2,1,3,1,3,7,1,1,3,BuiltIn,1995,1,2,420,3,3,1,192,49,0,0,0,0,5,5,NA,0,10,2008,WD ,165000
1002,L,RL,41,5395,Pave,NA,2,HLS,Inside,1,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1993,1993,Gable,CompShg,HdBoard,HdBoard,None,0,2,3,PConc,2,3,4,1,733,6,0,604,1337,GasA,2,Y,1,1337,0,0,1337,1,0,2,0,2,1,2,5,1,1,3,Attchd,1993,2,2,462,3,3,1,96,0,70,168,0,0,5,5,NA,0,10,2008,WD ,180000
1003,L,RL,39,5070,Pave,NA,2,HLS,Inside,1,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1992,1992,Gable,CompShg,HdBoard,HdBoard,None,0,2,3,PConc,2,3,3,6,0,6,0,1280,1280,GasA,1,Y,1,1280,0,0,1280,0,0,2,0,2,1,2,5,1,0,6,Attchd,1992,2,2,506,3,3,1,0,82,0,0,144,0,5,5,NA,0,8,2008,WD ,180000
1009,L,RL,40,4671,Pave,NA,2,HLS,Inside,1,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1988,1989,Gable,CompShg,HdBoard,HdBoard,None,0,2,3,PConc,2,3,3,1,767,6,0,461,1228,GasA,2,Y,1,1228,0,0,1228,1,0,2,0,2,1,2,5,1,1,2,Attchd,1988,1,2,472,3,3,1,168,120,0,0,0,0,5,5,NA,0,10,2008,WD ,189000
1010,L,RL,65,5950,Pave,NA,2,HLS,Inside,2,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1989,1989,Gable,CompShg,HdBoard,HdBoard,None,0,2,3,PConc,2,3,1,1,319,6,0,1018,1337,GasA,2,Y,1,1337,0,0,1337,1,0,2,0,2,1,2,5,1,1,3,Attchd,1989,2,2,462,3,3,1,0,73,154,0,0,0,5,5,NA,0,4,2008,WD ,188500
1027,F,RL,75,9743,Pave,NA,1,Lvl,Inside,1,NWAmes,Norm,Norm,1Fam,2Story,5,6,1969,1969,Gable,CompShg,VinylSd,VinylSd,None,0,3,3,CBlock,3,4,4,3,280,6,0,440,720,GasA,2,Y,1,720,588,0,1308,0,0,1,1,3,1,3,7,1,0,6,Detchd,1969,3,2,484,3,3,1,0,0,0,0,0,0,5,5,NA,0,6,2008,WD ,146900
1032,A,RL,80,10000,Pave,NA,1,Lvl,Inside,1,NWAmes,Norm,Norm,1Fam,1Story,5,6,1973,2000,Gable,CompShg,HdBoard,HdBoard,None,0,3,3,CBlock,2,3,4,3,1084,6,0,92,1176,GasA,2,Y,1,1178,0,0,1178,0,1,1,1,3,1,2,5,1,1,4,Attchd,1973,3,2,439,3,3,1,224,0,0,0,0,0,5,2,NA,0,11,2008,WD ,157000
1035,A,RL,65,9750,Pave,NA,1,Lvl,FR2,1,NAmes,Norm,Norm,1Fam,1Story,6,8,1969,1969,Gable,CompShg,HdBoard,HdBoard,None,0,3,3,CBlock,2,3,4,2,602,5,438,14,1054,GasA,2,Y,1,1054,0,0,1054,1,0,1,1,3,1,3,6,1,0,6,Attchd,1969,3,2,460,3,3,1,180,0,0,0,80,0,5,5,NA,0,7,2008,WD ,151000
1037,A,RL,63,7560,Pave,NA,1,Lvl,Inside,1,NAmes,Norm,Norm,1Fam,1Story,5,5,1971,1971,Hip,CompShg,MetalSd,MetalSd,None,0,3,3,CBlock,2,3,4,4,119,2,613,132,864,GasA,3,Y,1,864,0,0,864,1,0,1,0,3,1,3,5,1,0,6,Detchd,1977,3,2,576,3,3,1,0,0,0,0,0,0,5,5,NA,0,5,2008,WD ,123000
1040,M,RM,21,1680,Pave,NA,1,Lvl,Inside,1,BrDale,Norm,Norm,Twnhs,2Story,6,5,1973,1973,Gable,CompShg,HdBoard,HdBoard,BrkFace,359,3,3,CBlock,3,3,4,5,458,6,0,25,483,GasA,3,Y,1,483,504,0,987,0,1,1,1,2,1,3,5,1,0,6,Detchd,1973,3,1,264,3,3,1,52,0,0,0,0,0,5,5,NA,0,2,2008,WD ,103400
1041,M,RM,21,1680,Pave,NA,1,Lvl,Inside,1,BrDale,Norm,Norm,Twnhs,2Story,6,5,1973,1973,Gable,CompShg,HdBoard,HdBoard,BrkFace,158,3,3,CBlock,3,3,4,3,330,6,0,153,483,GasA,3,Y,1,483,504,0,987,1,0,1,1,2,1,3,5,1,0,6,Detchd,1973,3,1,264,3,3,1,0,0,0,0,0,0,5,5,NA,0,11,2008,WD ,100000
1042,M,RM,21,1890,Pave,NA,1,Lvl,Inside,1,BrDale,Norm,Norm,Twnhs,2Story,6,6,1972,1972,Gable,CompShg,HdBoard,HdBoard,BrkFace,422,3,3,CBlock,3,3,4,5,483,6,0,0,483,GasA,2,Y,1,483,504,0,987,0,0,1,1,2,1,3,5,1,0,6,Detchd,1975,3,1,352,3,3,1,411,0,0,0,0,0,5,5,NA,0,4,2008,WD ,100500
1043,M,RM,21,1869,Pave,NA,1,Lvl,Inside,1,BrDale,Norm,Norm,Twnhs,2Story,6,6,1970,1970,Gable,CompShg,HdBoard,HdBoard,BrkFace,127,3,3,CBlock,3,3,4,4,321,6,0,162,483,GasA,3,Y,1,483,504,0,987,0,0,1,1,2,1,3,5,1,0,6,Detchd,1987,3,1,280,3,3,1,0,0,0,0,0,0,5,5,NA,0,9,2008,WD ,106000
1045,M,RM,21,1680,Pave,NA,1,Lvl,Inside,1,BrDale,Norm,Norm,TwnhsE,2Story,6,3,1971,1971,Gable,CompShg,HdBoard,HdBoard,BrkFace,604,3,3,CBlock,3,3,4,2,358,6,0,125,483,GasA,3,Y,1,483,504,0,987,0,0,1,1,2,1,3,5,1,0,6,Detchd,1971,3,1,264,3,3,1,0,0,0,0,0,0,5,5,NA,0,8,2008,WD ,89500
1046,M,RM,21,1680,Pave,NA,1,Lvl,Inside,1,BrDale,Norm,Norm,Twnhs,2Story,5,5,1972,1972,Gable,CompShg,HdBoard,HdBoard,BrkFace,356,3,3,CBlock,3,3,4,4,350,6,0,280,630,GasA,3,Y,1,630,672,0,1302,0,0,2,1,3,1,3,6,1,0,6,Detchd,1972,3,1,264,3,3,1,0,0,0,0,0,0,5,5,NA,0,12,2008,WD ,111750
1048,M,RL,24,2308,Pave,NA,1,Lvl,FR2,1,NPkVill,Norm,Norm,TwnhsE,2Story,6,6,1975,1975,Gable,CompShg,Plywood,Brk Cmn,None,0,3,3,CBlock,2,3,4,2,286,5,294,275,855,GasA,2,Y,1,855,601,0,1456,0,0,2,1,4,1,3,7,1,0,6,Attchd,1975,2,2,460,3,3,1,0,0,0,0,0,0,5,5,NA,0,5,2008,WD ,143000
1049,L,RL,24,2529,Pave,NA,1,Lvl,Inside,1,NPkVill,Norm,Norm,Twnhs,1Story,7,6,1977,1977,Gable,CompShg,Plywood,Brk Cmn,None,0,3,3,CBlock,2,3,4,2,378,6,0,677,1055,GasA,4,Y,1,1055,0,0,1055,0,0,2,0,2,1,3,4,1,0,6,Attchd,1977,3,2,440,3,3,1,0,38,0,0,0,0,5,5,NA,0,9,2008,WD ,148500
1076,L,RL,48,6240,Pave,NA,1,Lvl,Inside,1,NridgHt,Norm,Norm,TwnhsE,1Story,8,5,2006,2007,Hip,CompShg,MetalSd,MetalSd,BrkFace,176,2,3,PConc,2,3,4,1,846,6,0,496,1342,GasA,1,Y,1,1342,0,0,1342,1,0,2,0,2,1,2,6,1,1,2,Attchd,2007,1,2,550,3,3,1,0,35,0,0,0,0,5,5,NA,0,6,2008,WD ,234250
1077,L,RL,48,6240,Pave,NA,1,Lvl,Inside,1,NridgHt,Norm,Norm,TwnhsE,1Story,8,5,2006,2007,Hip,CompShg,MetalSd,MetalSd,BrkFace,196,2,3,PConc,2,3,4,1,24,6,0,1318,1342,GasA,1,Y,1,1342,0,0,1342,0,0,2,0,2,1,2,6,1,1,2,Attchd,2007,2,2,550,3,3,1,0,35,0,0,0,0,5,5,NA,0,2,2008,WD ,219500
1080,L,RM,59,8198,Pave,NA,1,Lvl,FR3,1,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,Stone,146,2,3,PConc,2,3,2,1,720,6,0,638,1358,GasA,1,Y,1,1358,0,0,1358,1,0,2,0,2,1,2,6,1,1,2,Attchd,2004,2,2,484,3,3,1,192,30,0,0,0,0,5,5,NA,0,7,2008,WD ,207000
1084,A,RL,43,3182,Pave,NA,1,Lvl,Inside,1,Blmngtn,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,16,2,3,PConc,2,3,2,6,0,6,0,1266,1266,GasA,1,Y,1,1266,0,0,1266,0,0,2,0,2,1,2,6,1,1,2,Attchd,2007,1,2,388,3,3,1,100,16,0,0,0,0,5,5,NA,0,3,2008,WD ,159895
1088,I,RL,59,9587,Pave,NA,2,Lvl,Inside,1,Gilbert,Norm,Norm,1Fam,SLvl,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,Stone,182,2,3,PConc,2,3,1,1,655,6,0,201,856,GasA,1,Y,1,1166,0,0,1166,1,0,2,0,2,1,2,5,1,0,6,Attchd,2005,1,2,400,3,3,1,212,0,0,0,0,0,5,5,NA,0,7,2008,WD ,190000
1089,F,RL,51,8029,Pave,NA,2,Lvl,Inside,1,Gilbert,Norm,Norm,1Fam,2Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0,3,3,PConc,2,3,4,6,0,6,0,728,728,GasA,1,Y,1,728,728,0,1456,0,0,2,1,3,1,2,8,1,0,6,Attchd,2005,1,2,400,3,3,1,100,24,0,0,0,0,5,5,NA,0,7,2008,WD ,176000
1139,A,RL,81,9260,Pave,NA,1,Lvl,Corner,1,SawyerW,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0,2,3,PConc,2,3,3,6,0,6,0,1162,1162,GasA,1,Y,1,1162,0,0,1162,0,0,2,0,3,1,2,6,1,0,6,Attchd,2007,1,2,483,3,3,1,0,32,0,0,0,0,5,5,NA,0,3,2008,WD ,170000
